0,0,0,247,2
0,0,1,57,0
0,0,2,41,0
0,0,3,247,0
0,0,4,41,0
0,0,5,57,0
0,0,6,247,2
0,1,0,57,0
0,1,1,41,0
0,1,2,57,0
0,1,3,247,0
0,1,4,57,0
0,1,5,41,0
0,1,6,57,0
0,2,0,41,0
0,2,1,57,0
0,2,2,41,0
0,2,3,247,0
0,2,4,41,0
0,2,5,57,0
0,2,6,41,0
0,3,0,247,0
0,3,1,247,0
0,3,2,247,0
0,3,3,247,1
0,3,4,247,0
0,3,5,247,0
0,3,6,247,0
0,4,0,41,0
0,4,1,57,0
0,4,2,41,0
0,4,3,247,0
0,4,4,41,0
0,4,5,57,0
0,4,6,41,0
0,5,0,57,0
0,5,1,41,0
0,5,2,57,0
0,5,3,247,0
0,5,4,57,0
0,5,5,41,0
0,5,6,57,0
0,6,0,247,2
0,6,1,57,0
0,6,2,41,0
0,6,3,247,0
0,6,4,41,0
0,6,5,57,0
0,6,6,247,2
1,0,0,57,0
1,0,1,41,0
1,0,2,57,0
1,0,3,247,3
1,0,4,57,0
1,0,5,41,0
1,0,6,57,0
1,1,0,41,0
1,1,1,0,0
1,1,2,0,0
1,1,3,0,0
1,1,4,0,0
1,1,5,0,0
1,1,6,41,0
1,2,0,57,0
1,2,1,0,0
1,2,2,0,0
1,2,3,0,0
1,2,4,0,0
1,2,5,0,0
1,2,6,57,0
1,3,0,247,0
1,3,1,0,0
1,3,2,0,0
1,3,3,46,1
1,3,4,0,0
1,3,5,0,0
1,3,6,247,0
1,4,0,57,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,6,57,0
1,5,0,41,0
1,5,1,0,0
1,5,2,0,0
1,5,3,0,0
1,5,4,0,0
1,5,5,0,0
1,5,6,41,0
1,6,0,57,0
1,6,1,41,0
1,6,2,57,0
1,6,3,247,0
1,6,4,57,0
1,6,5,41,0
1,6,6,57,0
2,0,0,41,0
2,0,1,57,0
2,0,2,41,0
2,0,3,247,0
2,0,4,41,0
2,0,5,57,0
2,0,6,41,0
2,1,0,57,0
2,1,1,0,0
2,1,2,0,0
2,1,3,0,0
2,1,4,0,0
2,1,5,0,0
2,1,6,57,0
2,2,0,41,0
2,2,1,0,0
2,2,2,0,0
2,2,3,0,0
2,2,4,0,0
2,2,5,0,0
2,2,6,41,0
2,3,0,247,0
2,3,1,0,0
2,3,2,0,0
2,3,3,46,1
2,3,4,0,0
2,3,5,0,0
2,3,6,247,0
2,4,0,41,0
2,4,1,0,0
2,4,2,0,0
2,4,3,0,0
2,4,4,0,0
2,4,5,0,0
2,4,6,41,0
2,5,0,57,0
2,5,1,0,0
2,5,2,0,0
2,5,3,0,0
2,5,4,0,0
2,5,5,0,0
2,5,6,57,0
2,6,0,41,0
2,6,1,57,0
2,6,2,41,0
2,6,3,247,0
2,6,4,41,0
2,6,5,57,0
2,6,6,41,0
3,0,0,247,0
3,0,1,247,0
3,0,2,247,0
3,0,3,247,1
3,0,4,247,0
3,0,5,247,0
3,0,6,247,0
3,1,0,247,0
3,1,1,0,0
3,1,2,0,0
3,1,3,46,1
3,1,4,0,0
3,1,5,0,0
3,1,6,247,0
3,2,0,247,0
3,2,1,0,0
3,2,2,0,0
3,2,3,46,1
3,2,4,0,0
3,2,5,0,0
3,2,6,247,0
