0,0,0,1,0
0,0,1,1,0
0,0,2,1,0
0,0,3,1,0
0,0,4,1,0
0,0,5,1,0
0,0,6,1,0
0,0,7,1,0
0,0,8,1,0
0,0,9,1,0
0,0,10,1,0
0,0,11,1,0
0,0,12,1,0
0,0,13,1,0
0,0,14,1,0
0,0,15,1,0
0,0,16,1,0
0,0,17,1,0
0,0,18,1,0
0,0,19,1,0
0,0,20,1,0
0,0,21,1,0
0,0,22,1,0
0,0,23,1,0
0,0,24,3,0
0,0,25,3,0
0,0,26,3,0
0,0,27,3,0
0,0,28,3,0
0,0,29,3,0
0,0,30,3,0
0,0,31,3,0
0,0,32,3,0
0,0,33,3,0
0,0,34,3,0
0,0,35,3,0
0,0,36,3,0
0,0,37,3,0
0,0,38,3,0
0,0,39,3,0
0,0,40,3,0
0,0,41,3,0
0,0,42,3,0
0,0,43,3,0
0,0,44,3,0
0,0,45,3,0
0,0,46,3,0
0,0,47,3,0
0,0,48,3,0
0,0,49,3,0
0,0,50,3,0
0,0,51,3,0
0,0,52,3,0
0,0,53,3,0
0,0,54,3,0
0,0,55,3,0
0,0,56,3,0
0,0,57,3,0
0,0,58,3,0
0,0,59,3,0
0,0,60,3,0
0,0,61,3,0
0,0,62,3,0
0,0,63,3,0
0,0,64,3,0
0,0,65,3,0
0,0,66,3,0
0,0,67,1,0
0,0,68,1,0
0,0,69,1,0
0,0,70,1,0
0,0,71,1,0
0,0,72,1,0
0,0,73,1,0
0,0,74,1,0
0,0,75,1,0
0,0,76,3,0
0,0,77,3,0
0,0,78,3,0
0,0,79,3,0
0,0,80,3,0
0,0,81,3,0
0,0,82,3,0
0,0,83,3,0
0,0,84,3,0
0,0,85,3,0
0,0,86,3,0
0,0,87,3,0
0,0,88,3,0
0,0,89,3,0
0,0,90,1,0
0,0,91,1,0
0,0,92,1,0
0,0,93,1,0
0,0,94,1,0
0,0,95,1,0
0,0,96,1,0
0,0,97,1,0
0,0,98,1,0
0,0,99,1,0
0,0,100,1,0
0,0,101,3,0
0,0,102,1,0
0,0,103,3,0
0,0,104,1,0
0,0,105,1,0
0,0,106,1,0
0,0,107,1,0
0,0,108,1,0
0,0,109,1,0
0,0,110,1,0
0,0,111,1,0
0,0,112,1,0
0,0,113,1,0
0,0,114,1,0
0,0,115,3,0
0,0,116,3,0
0,0,117,1,0
0,0,118,1,0
0,0,119,1,0
0,0,120,1,0
0,0,121,1,0
0,0,122,1,0
0,0,123,1,0
0,0,124,1,0
0,0,125,1,0
0,0,126,1,0
0,0,127,1,0
0,0,128,1,0
0,0,129,1,0
0,0,130,1,0
0,0,131,1,0
0,0,132,1,0
0,0,133,1,0
0,0,134,1,0
0,0,135,1,0
0,0,136,1,0
0,0,137,1,0
0,0,138,1,0
0,0,139,1,0
0,0,140,1,0
0,0,141,1,0
0,0,142,1,0
0,0,143,1,0
0,0,144,1,0
0,1,0,1,0
0,1,1,1,0
0,1,2,11,0
0,1,3,11,0
0,1,4,11,0
0,1,5,11,0
0,1,6,11,0
0,1,7,11,0
0,1,8,11,0
0,1,9,11,0
0,1,10,11,0
0,1,11,11,0
0,1,12,11,0
0,1,13,11,0
0,1,14,11,0
0,1,15,11,0
0,1,16,11,0
0,1,17,11,0
0,1,18,11,0
0,1,19,11,0
0,1,20,11,0
0,1,21,11,0
0,1,22,11,0
0,1,23,1,0
0,1,24,3,0
0,1,25,3,0
0,1,26,3,0
0,1,27,3,0
0,1,28,3,0
0,1,29,3,0
0,1,30,3,0
0,1,31,3,0
0,1,32,3,0
0,1,33,3,0
0,1,34,3,0
0,1,35,3,0
0,1,36,3,0
0,1,37,3,0
0,1,38,3,0
0,1,39,3,0
0,1,40,3,0
0,1,41,3,0
0,1,42,3,0
0,1,43,3,0
0,1,44,9,0
0,1,45,9,0
0,1,46,9,0
0,1,47,9,0
0,1,48,3,0
0,1,49,9,0
0,1,50,9,0
0,1,51,9,0
0,1,52,9,0
0,1,53,9,0
0,1,54,9,0
0,1,55,3,0
0,1,56,3,0
0,1,57,3,0
0,1,58,3,0
0,1,59,3,0
0,1,60,3,0
0,1,61,3,0
0,1,62,3,0
0,1,63,3,0
0,1,64,3,0
